id,original_post_id,undergrad_gpa,undergrad_gpa_out_of,grad_gpa,grad_gpa_out_of,gre_quant,gre_verbal,gre_writing,undergrad_institution,grad_institution,undergrad_major,grad_major,math_courses,phd_course_taken,research_experience,publications,work_experience_years,letters_of_rec,schools_applied,schools_accepted,schools_rejected,schools_waitlisted,funding_status,extracted_at
7788,55207,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7789,55106,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7790,55107,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7791,55108,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7792,55110,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7793,55116,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7794,55170,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7795,55157,3.75,4.0,,,165.0,165.0,5.0,Flagship State,,Economics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Intro to Proofs and Discrete Math', 'Differential Equations', 'Proof-based Linear Algebra', 'Mathematical Statistics', 'Advanced Calculus', 'Real Analysis', 'Probability Theory']",False,True,,,"1 will be from Senior Honors adviser, 1 from senior professor in econ department, 1 unknown (possibly mathematics department)",[],[],[],[],,2025-12-10 19:33:26.580285
7796,55158,,,,,,,,,University of Iowa,,,[],False,True,,,one or two great letters of recommendation from well-known researchers,[],[],[],[],,2025-12-10 19:33:26.580285
7797,55166,,,,,,,,,University of Iowa,,,[],False,True,,0.0,one or two great letters of recommendation from well-known researchers,[],[],[],[],,2025-12-10 19:33:26.580285
7798,55167,,,,,,,,University of Wyoming,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7799,55168,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7800,55171,,,,,,,,University of Wyoming,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7801,55173,,,,,,,,Kansas State University,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7802,55178,,,,,,,,,University of Wyoming,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7803,55186,,,,,,,,,top and highly respected program in India,,HRM,[],False,True,0.0,1.0,,[],[],[],[],,2025-12-10 19:33:26.580285
7804,55188,,,,,,,,,,,HRM,[],False,True,0.0,1.0,,"['Stanford', 'UCLA', 'UMichigan', 'Nebraska-Lincoln', 'Case Western', 'UChicago', 'UPenn', 'Berkeley']",[],[],[],,2025-12-10 19:33:26.580285
7805,55203,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7806,55210,2.1,4.0,3.9,4.0,,,,,,,Health Policy,['non-degree coursework in math and stats'],False,True,,,,['top 50 programs'],['one of the best schools of public health'],[],[],,2025-12-10 19:33:26.580285
7807,55211,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7808,55246,3.9,4.0,,,165.0,162.0,4.0,,,,,[],False,True,,4.0,,"['Columbia', 'NYU', 'CEMFI', 'UC Santa Cruz', 'Houston']",[],[],[],,2025-12-10 19:33:26.580285
7809,55276,3.86,4.0,,,167.0,163.0,3.5,,,,,"['Calculus 1', 'Calculus 2', 'Calculus 3', 'Probability intro', 'Abstract Algebra', 'Ordinary Differential Equations', 'Real analysis', 'intro to linear algebra honors', 'abstract math']",False,True,,,"1. Professor that I assisted in research – has tenure and went to top 5 program 2. Head of department, well known 3. new to department but graduated from top 15",[],[],[],[],,2025-12-10 19:33:26.580285
7810,55282,,,,,,,,,,,,"['Real Analysis', 'Measure Theory', 'Graph Theory']",False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7811,55295,3.9,4.0,,,,,,Top 25 liberal arts college,,,,"['Multivariable Calculus', 'Linear Algebra', 'Intro Stats', 'Intro Discrete Math', 'Intro Real Analysis']",False,True,,1.0,Weak- barely knew my profs,"['LSE', 'UCL']",[],[],[],,2025-12-10 19:33:26.580285
7812,55297,,,,,,,,,,,Organizational Behavior,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7813,55300,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7814,55301,3.9,4.0,3.9,4.0,,,5.0,,,B.B.A,M.B.A,[],False,True,3.0,,,[],[],[],[],,2025-12-10 19:33:26.580285
7815,55302,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7816,55303,3.7,4.0,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7817,55307,,,,,,,,,Emory University,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7818,64607,,,,,,,,,CU Boulder,,,[],False,,,,,[],['CU Boulder'],[],[],Years 2-5 if above 3.5 GPA,2025-12-10 19:33:26.580285
7819,55308,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7820,55311,3.7,4.0,3.5,4.0,,,,top tier program,top tier program,Accounting,Accounting,"['Econometrics 1', 'probability modeling', 'optimization', 'time series', 'statistics 1', 'statistics 2', 'calculus 1', 'calculus 2', 'calculus 3', 'linear algebra', 'computational methods']",False,True,2.0,2.0,"Three strong letters: one from the b-law professor, one from a research-active accounting professor, and one from a research active marketing professor.","['Michigan', 'MIT', 'Florida', 'Indiana', 'Illinois', 'Oregon', 'Arizona', 'Wisconsin']",['top 15'],[],[],,2025-12-10 19:33:26.580285
7821,55317,,,,,,,,,,,,[],False,True,,,,"['MIT', 'Michigan', 'Arizona', 'Illinois', 'Oregon', 'Indiana', 'Wisconsin', 'Florida']",[],[],[],,2025-12-10 19:33:26.580285
7822,55321,,,,,,,,,,,,[],,,,,,"['Stanford', 'UPenn', 'Indiana', 'Florida', 'Wisconsin']",[],[],[],,2025-12-10 19:33:26.580285
7823,55322,,,,,,,,,,,,[],False,,,,,"['Michigan', 'MIT', 'Florida', 'Indiana', 'Illinois', 'Oregon', 'Arizona', 'Wisconsin']",[],[],[],,2025-12-10 19:33:26.580285
7824,55330,3.95,4.0,5.0,5.0,170.0,160.0,3.5,top2 Chinese university,MIT,Mathematics,City Planning,"['Calculus I', 'Calculus II', 'Mathematical Analysis', 'Probability Theory', 'Functions of Real Variables', 'Advanced Algebra', 'Mathematical Statistics', 'Abstract Algebra', 'Ordinary Differential Equations', 'Operation Research', 'Theory of Functions of a Complex Variable']",True,True,2.0,1.0,Research supervisors at work – well-known in the field (top 5% ideas). Possibly IO professor at GWU who graduated from MIT,"['top 20 econ', 'top ARE programs', 'HKS', 'Stanford MS&E']",[],[],[],,2025-12-10 19:33:26.580285
7825,55350,,,,,,,,,,,,[],False,,,,,"['Nottingham', 'Frankfurt', ""Barcelona's IDEA PhD"", 'UCL', 'Oxford']",[],['US applications'],[],,2025-12-10 19:33:26.580285
7826,55356,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7827,55372,,,,,,,,liberal arts college,,,,[],,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7828,55375,,,,,,,,,,,,"['Calculus 3', 'Differential Equations', 'Real Analysis', 'Upper Level Statistics']",,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7829,55416,,,3.98,4.0,,,,,,,,['Real Analysis'],False,False,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7830,55379,3.3,4.0,,,,,,,,Finance/Accounting,Finance,"['Calculus 1', 'Calculus 2', 'Calculus 3', 'Linear Algebra', 'Differential Equations']",False,False,,3.0,,"['Penn State', 'Texas A&M-Commerce']",[],[],[],,2025-12-10 19:33:26.580285
7831,55384,,,,,,,,,Texas A&M University,,,[],False,False,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7832,55389,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7833,55406,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:33:26.580285
7834,55415,3.98,4.0,,,167.0,160.0,4.0,Top 200 Econ undergrad,Top 4 Canadian MA Program,Economics,Economics,"['Calculus I', 'Calculus II', 'Linear Algebra', 'Applied Probability & Statistics I', 'Applied Probability & Statistics II', 'Real Analysis']",False,False,,,Decent,[],[],[],[],,2025-12-10 19:33:26.580285
7835,64608,,,,,,,,,CU-Boulder,,,[],False,,,,,[],['CU-Boulder'],[],[],16.9K/year + 5K fellowship 1st year + Insurance subsidy,2025-12-10 19:33:26.580285
7836,55418,91.2,100.0,,,,,,Al-Aqsa University,,English,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7837,55431,7.2,10.0,,,,,,one of the best universities in my country,,Electrical Engineering,Economics,[],False,True,,,,"[""Queen's University"", 'Tilburg University', 'Erasmus University']",[],[],[],,2025-12-10 19:34:36.409517
7838,55432,,,,,,,,,,,,"['PhD level class', 'econ/math']",True,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7839,55434,,,,,,,,,Notre Dame,,,[],False,,,,,[],['Notre Dame'],[],[],"$18,450/9 months + $3k-4k/summer",2025-12-10 19:34:36.409517
7840,55449,,,,,,,,,Notre Dame,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7841,55486,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7842,55491,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7843,55495,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7844,55503,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7845,55510,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7846,55525,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7847,55534,,,,,,,,,,,,[],,,,,,[],['top 30-ish program'],[],[],,2025-12-10 19:34:36.409517
7848,55547,,,,,,,,,,,,[],,,,,,"['Warwick', 'Nottingham', 'UCL']",[],[],[],,2025-12-10 19:34:36.409517
7849,55551,,,,,,,,,,,MBA,"['Calculus 1', 'Calculus 2', 'Calculus 3', 'Linear Algebra', 'Differential Equations', 'Applied Statistics', 'Quantitative Economics', 'Intro to Mathematical Proof', 'Intro to Real Analysis']",False,,,3.0,,[],[],[],[],,2025-12-10 19:34:36.409517
7850,55558,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7851,55575,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7852,55600,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7853,55604,,,,,,,,,,,,['math sequence'],False,True,,,,[],[],[],[],applied for scholarship,2025-12-10 19:34:36.409517
7854,55606,3.93,4.0,,,170.0,570.0,5.0,,,"Economics, Accounting",,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Applied Probability & Statistics I', 'Applied Probability & Statistics II', 'Statistical Computing & SAS']",False,False,,7.0,None,[],[],[],[],,2025-12-10 19:34:36.409517
7855,55607,3.93,4.0,,,170.0,157.0,5.0,,,"Economics, Accounting",,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Applied Probability & Statistics I', 'Applied Probability & Statistics II', 'Statistical Computing & SAS']",False,False,,7.0,None,[],[],[],[],,2025-12-10 19:34:36.409517
7856,55614,4.0,4.0,,,,,,,,Economics,,[],False,True,,,2 from college professors,[],[],[],[],,2025-12-10 19:34:36.409517
7857,55830,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7858,55628,,,,,,,,,,,,[],,,,,,"['Rochester', 'NYU', 'Yale', 'Columbia', 'Kellogg', 'UT Dallas']",[],[],[],,2025-12-10 19:34:36.409517
7859,55633,3.7,4.0,,,,,,Top 10 Canadian University,,Bachelor of Science,,[],False,True,2.0,0.0,"Two strong letters from previous research supervisors, one letter from professor familiar with my research and course work.",[],[],[],[],,2025-12-10 19:34:36.409517
7860,55638,3.6,4.0,3.5,4.0,,,,,,Mathematics and Economics,Financial Engineering,"['Real Analysis', 'Probability Theory', 'Partial Differential Equations']",False,,,,,['schools in NYC'],[],[],[],,2025-12-10 19:34:36.409517
7861,55639,3.6,4.0,3.5,4.0,,,,,,Mathematics and Economics,Financial Engineering,"['Real Analysis', 'Probability Theory', 'Partial Differential Equations']",False,,,,,['schools in NYC'],[],[],[],,2025-12-10 19:34:36.409517
7862,55746,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7863,55643,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7864,55645,,,,,,,,,,,,[],False,,,,,[],[],[],[],Employer funding expected,2025-12-10 19:34:36.409517
7865,55658,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7866,55666,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7867,55747,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7868,55667,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7869,55681,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7870,55692,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7871,55698,3.3,4.0,3.76,4.0,,,,Aston University,,Accounting,Accountancy,"['Statistical technique for research', 'Econometrics']",False,True,1.0,3.0,,"['Booth', 'Columbia', 'UNC', 'Yale', 'Penn State', 'Iowa', 'University of Pittsburgh', 'Utah', 'University of Houston', 'Boston College']",[],[],[],Master of Science Accounting Scholarship,2025-12-10 19:34:36.409517
7872,55700,,,,,,,,,,,,[],False,,,,R-letters,"['University of Utah', 'University of Minnesota', 'Ohio State University', 'University of Rochester']",[],[],[],,2025-12-10 19:34:36.409517
7873,55749,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7874,55701,,,,,,,,,,,,[],,True,,,,"['University of Utah', 'University of Chicago', 'Wharton', 'University of Michigan', 'Penn State', 'Iowa State University', 'Ohio State University', 'University of Arizona', 'University of Georgia', 'Texas A&M University', 'Indiana University', 'Michigan State University', 'University of Houston', 'University of Tennessee', 'University of Missouri', 'University of Waterloo', 'University of British Columbia', 'University of Toronto', 'Boston College']",[],[],[],,2025-12-10 19:34:36.409517
7875,55715,,,,,,,,,,,,[],,,,,,['Berkeley'],[],[],[],,2025-12-10 19:34:36.409517
7876,55716,,,,,,,,,,,,[],False,,,,,"['Berkeley', 'Haas']",[],[],[],,2025-12-10 19:34:36.409517
7877,55727,3.76,4.0,,,,,,Top 50 USNWR Undergrad,,Economics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Discrete Math', 'Linear Algebra', 'Real Analysis']",False,True,,1.0,"1 from Yale Econ PhD, 1 from U Chicago PhD, 1 from WVU PhD",[],[],[],[],,2025-12-10 19:34:36.409517
7878,55728,3.76,4.0,,,,,,Top 50 USNWR Undergrad,,Economics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Discrete Math', 'Linear Algebra', 'Real Analysis']",False,True,,1.0,"1 from Yale Econ PhD, 1 from U Chicago PhD, 1 from WVU PhD",[],[],[],[],,2025-12-10 19:34:36.409517
7879,55744,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7880,55742,3.21,4.0,3.6,4.0,,,,Very bad state school,better school in another state,Finance/Economics,Financial Economics,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Intro to higher math', 'Real Analysis']",False,True,0.0,1.0,"Associate Professor with environmental econ publications, Dept Chair at undergrad institution, Lecturer from grad institution with academic publications","['University of Arkansas', 'University of California, Irvine', 'Binghamton University', 'Washington State University', 'University of Nebraska Lincoln', 'Simon Fraser University', 'University of Kansas', 'University of Oklahoma', 'Old Dominion University', 'Virginia Tech']",[],[],[],,2025-12-10 19:34:36.409517
7881,55824,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7882,55826,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7883,55751,3.21,4.0,,,,,,,,,,"['Real Analysis', 'Advanced Econometrics']",False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7884,55765,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7885,55766,,,,,,,,,,,,[],False,,,,,"['Harvard', 'MIT', 'Chicago', 'Princeton', 'Berkeley', 'UPenn', 'Columbia', 'Boston University', 'Arizona State']",[],[],[],,2025-12-10 19:34:36.409517
7886,55781,,,,,,,,,,,,[],False,,,,,"['Harvard', 'MIT', 'Yale', 'Princeton', 'UPenn', 'NYU', 'Columbia']",[],[],[],,2025-12-10 19:34:36.409517
7887,55828,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7888,55782,,,,,,,,,,,,[],False,,,,,"['Harvard', 'MIT', 'Yale', 'Princeton', 'UPenn', 'NYU', 'Columbia']",[],[],[],,2025-12-10 19:34:36.409517
7889,55786,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7890,55791,,,,,,,,,,,,[],False,,,,,"['Rochester', 'UCSD', 'CMU']",[],[],[],,2025-12-10 19:34:36.409517
7891,55795,,,,,,,,,,,,[],False,,,,,"['Rochester', 'UCSD', 'CMU']",[],[],[],,2025-12-10 19:34:36.409517
7892,55806,,,,,,,,,,,,[],False,,,,,"['Duke University', 'Columbia University']",[],[],[],,2025-12-10 19:34:36.409517
7893,55814,3.25,4.0,,,,,,,,non-business,,"['Calculus I', 'Business Statistics']",False,False,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7894,55818,,,,,,,,,,,,"['multivariable calculus', 'linear algebra']",False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7895,55841,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7896,55847,,,,,,,,,,,,[],,,,,,[],[],[],[],Funding is usually between 20K to 30K CAD$,2025-12-10 19:34:36.409517
7897,55849,,,,,,,,,,,,[],False,,,,,"['Texas A&M', 'Indiana University', 'Kellogg', 'NYU', 'Duke']",[],[],[],,2025-12-10 19:34:36.409517
7898,55850,,,,,,,,,,,,[],False,,,,,"['Kellogg', 'Texas A&M', 'Indiana', 'NYU', 'Duke']",[],[],[],,2025-12-10 19:34:36.409517
7899,55857,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7900,55882,3.9,4.0,,,,,,unknown Midwest LAC,,econ/math,,"['Calculus 1', 'Calculus 2', 'Calculus 3', 'Intro to Proofs', 'Linear Algebra', 'Math Modeling', 'Real Analysis']",False,False,,1.0,,[],[],[],[],,2025-12-10 19:34:36.409517
7901,55883,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7902,55885,3.63,4.0,4.0,4.0,168.0,170.0,5.0,state university,state university,,Economics,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Fundamentals of Mathematics', 'Ordinary Differential Equations', 'Combinatorial Theory', 'Abstract Algebra I', 'Applied Probability', 'Elementary Number Theory', 'Mathematical Biology and Ecology', 'Real Analysis I']",False,True,,2.0,"One from advisor, one from micro professor, undecided on third","['UIC', 'Iowa State', 'GA State', 'Ohio State', 'Minnesota Applied Econ']",[],[],[],,2025-12-10 19:34:36.409517
7903,55890,,,,,,,,,Toulouse School of Economics,,,[],False,,,,,['Canadian Universities'],['Toulouse School of Economics'],[],[],,2025-12-10 19:34:36.409517
7904,55905,2.3,4.0,3.65,4.0,,,,,,English,Educational Policy Studies,[],False,False,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7905,55908,,,,,,,,,,,Informatics,[],True,True,,,,"['TUM', 'Saarland University']","['TUM', 'Saarland University']",[],[],,2025-12-10 19:34:36.409517
7906,55917,,,,,166.0,170.0,4.0,,,Computer Science,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7907,55919,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7908,55922,,,,,,,,,Princeton,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7909,55923,,,,,801.0,801.0,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7910,55925,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7911,55926,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7912,55932,3.57,4.0,,,167.0,162.0,,top 15 public university,,economics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Differential Equations', 'Linear Algebra', 'Calculus Based Statistics']",False,False,,,,"['University of Oregon', 'University of Houston', 'Syracuse University', 'University of Illinois-Chicago', 'Iowa State University', 'University of Illinois Urbana-Champaign', 'University of Wisconsin-Madison', 'University of Cincinnati']",[],[],[],,2025-12-10 19:34:36.409517
7913,56038,,,,,,,,,,,,[],False,,,,,"['Columbia', 'NYU', 'Chicago', 'Stanford', 'Berkeley']",[],[],[],,2025-12-10 19:34:36.409517
7914,55934,3.57,4.0,,,167.0,162.0,,top 15 public university,,economics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Differential Equations', 'Linear Algebra', 'Calculus Based Statistics']",True,False,,,,"['University of Oregon', 'University of Houston', 'Syracuse University', 'University of Illinois-Chicago', 'Iowa State University', 'University of Illinois Urbana-Champaign', 'University of Wisconsin-Madison', 'University of Cincinnati']",[],[],[],,2025-12-10 19:34:36.409517
7915,55940,,,,,,,,,Duke University,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7916,55964,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7917,55945,3.87,4.0,,,770.0,720.0,4.0,"University of California, Los Angeles",,"Molecular, Cell, and Developmental Biology",,"['Physics', 'Math']",False,True,1.0,3.0,,"['University of California, Los Angeles', 'University of California, San Diego', 'University of California, San Francisco', 'University of California, Berkeley', 'Harvard University', 'Princeton University', 'Massachusetts Institute of Technology', 'Columbia University', 'Stanford University']","['Harvard University', 'University of California, San Diego']","['University of California, Los Angeles', 'University of California, San Francisco', 'University of California, Berkeley', 'Princeton University', 'Massachusetts Institute of Technology', 'Columbia University', 'Stanford University']",[],,2025-12-10 19:34:36.409517
7918,55946,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7919,55948,3.96,4.0,,,,,,,,,,[],False,,,1.0,,"['UC Berkeley', 'Princeton', 'MIT', 'Stanford']",[],[],[],,2025-12-10 19:34:36.409517
7920,55950,,,,,170.0,,4.0,,,,,[],False,,,,,['UCSD'],[],[],[],,2025-12-10 19:34:36.409517
7921,55954,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7922,55978,3.41,4.3,4.25,4.3,,,,Seoul National University,Seoul National University,Business Administration,Business Administration (Marketing),"['Linear Algebra', 'Calculus', 'Statistics for Economics', 'Mathematics for Economics', 'Advanced Psychological Statistics', 'Structural Equation Modeling', 'Multivariate Analysis']",False,True,1.0,2.0,,"['UBC', 'Texas A&M', 'South Carolina', 'Washington State Univ', 'Minnesota', 'Florida State Univ', 'UCLA', 'UC Irvine', 'Wisconsin-Madison', 'University of Georgia', 'Rice', 'Penn State', 'Univ of Toronto', 'Univ of Houston', 'U of Miami']",[],[],[],,2025-12-10 19:34:36.409517
7923,55986,3.65,4.0,3.52,4.0,,,,top 15 PAR school,same big midwest school,"Accounting, Economics, Meteorology",Accounting,"['Calculus I', 'Calculus II', 'Calculus III', 'Differential Equations', 'Statistics', 'Econometrics']",False,False,,5.0,3 extremely positive,"['Oregon', 'Iowa', 'Cal-Irvine', 'Texas A&M', 'Nebraska', 'Florida', 'UConn', 'Georgia', 'Michigan St.', 'Arizona', 'Arizona St.', 'Washington']",[],[],[],,2025-12-10 19:34:36.409517
7924,55987,3.41,4.3,4.25,4.3,,,,Seoul National University,Seoul National University,Business Administration,Business Administration (Marketing),[],False,True,0.0,2.0,,"['University of British Columbia', 'Texas A&M University', 'University of South Carolina', 'Washington State University', 'University of Minnesota', 'Florida State University', 'University of California, Los Angeles', 'University of California, Irvine']",[],[],[],,2025-12-10 19:34:36.409517
7925,55989,3.9,4.0,,,170.0,163.0,5.0,,,"Economics, Mathematics",,"['Honors Multivariable Calculus', 'Intro to proof', 'Probability and Stochastic Processes', 'Real Analysis', 'Intro to Topology', 'grad-level analysis']",True,True,,,"One from prof I'm RAing with, one from an econ prof, one from math prof","['All top 15 econ programs', 'business school programs']",[],[],[],,2025-12-10 19:34:36.409517
7926,56004,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7927,56037,,,,,170.0,,,,,"Economics, Social Sciences",,"['Calculus 1', 'Calculus 2', 'Calculus 3', 'Intro Level Statistics']",False,,,4.0,,[],[],[],[],,2025-12-10 19:34:36.409517
7928,56041,,,,,,,,,,,,['math classes'],False,,,,,"['Columbia University', 'Stanford University', 'New York University', 'University of Chicago', 'University of California, Berkeley']",[],[],[],,2025-12-10 19:34:36.409517
7929,56043,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7930,56053,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7931,56057,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7932,56058,,,,,,,,,,,,[],True,True,,10.0,,[],[],[],[],,2025-12-10 19:34:36.409517
7933,56061,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7934,56068,2.51,4.0,3.39,4.0,170.0,155.0,3.5,REC Durgapur,Cornell University,Mechanical Engineering,Economics and Statistics,"['Micro Theory 1', 'Micro Theory 2', 'Econometrics 1', 'Econometrics 2', 'Dynamic Optimization', 'Statistics for Social Sciences', 'Categorical data analysis', 'Multivariate Analysis', 'International Trade']",True,True,,3.0,"one prof from IIT Delhi, one prof from supply chain at Cornell, thesis advisor at Cornell",[],[],[],[],,2025-12-10 19:34:36.409517
7935,56075,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:34:36.409517
7936,56090,,,,,,,4.0,,UMD Smith,,,[],False,,,,,['UMD Smith'],[],[],[],,2025-12-10 19:35:44.756236
7937,56092,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7938,56093,,,,,,,3.5,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7939,56097,,,,,,,,,,,,"['Calculus 1', 'Calculus 2', 'Calculus 3', 'Math Economics', 'Math Statistics', 'Linear Algebra', 'Real Analysis', 'Advanced Probability']",,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7940,56102,,,,,,,,,Boston University,,,[],False,,,,,['Boston University'],[],[],[],,2025-12-10 19:35:44.756236
7941,56108,3.57,4.0,,,,,,small liberal arts college in Los Angeles,,,,"['Statistics', 'Calculus II']",False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7942,56109,,,,,,,,,,,,"['Calculus 1', 'Calculus 2']",False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7943,56111,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 19:35:44.756236
7944,56228,,,,,,,,,Harvard University,,,[],False,,,1.0,,['Harvard University'],[],[],[],,2025-12-10 19:35:44.756236
